ticket_id,customer_id,order_id,created_ts,category,priority,channel,sentiment,status,resolution_minutes,summary
T000425,C00061,O0001222,2026-02-07T22:36:00,安装配置,P1,email,neutral,resolved,1805,客户需要产品安装与网络配置指导。
T000426,C00266,O0000051,2026-07-15T17:03:00,账号,P3,app,negative,closed,2302,客户无法访问订阅服务，需要确认账号状态。
T000427,C00084,O0000362,2026-05-25T13:21:00,退款,P4,app,neutral,closed,1753,客户询问退款进度，希望确认预计到账时间。
T000428,C00261,O0000346,2026-01-01T17:21:00,账号,P3,phone,negative,resolved,1769,客户无法访问订阅服务，需要确认账号状态。
T000429,C00116,,2026-01-12T04:36:00,退款,P2,app,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000430,C00033,O0001891,2026-01-19T16:41:00,产品故障,P3,phone,negative,resolved,2260,设备在使用中出现间歇性故障，需要排查和售后建议。
T000431,C00068,O0002076,2026-06-07T16:43:00,产品故障,P3,phone,neutral,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000432,C00142,O0001966,2026-03-11T03:42:00,退款,P3,app,positive,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000433,C00201,O0001343,2026-03-20T15:24:00,安装配置,P3,email,negative,open,,客户需要产品安装与网络配置指导。
T000434,C00161,O0000072,2026-02-10T01:26:00,物流,P2,app,negative,resolved,2392,客户反馈物流状态长时间未更新，请协助核查。
T000435,C00093,O0002199,2026-07-09T03:04:00,退款,P2,chat,neutral,closed,2146,客户询问退款进度，希望确认预计到账时间。
T000436,C00217,O0000162,2026-05-09T13:22:00,物流,P4,phone,neutral,resolved,3132,客户反馈物流状态长时间未更新，请协助核查。
T000437,C00055,O0000684,2026-08-01T04:46:00,物流,P1,email,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000438,C00017,O0002366,2026-03-14T16:57:00,账号,P2,app,negative,resolved,2707,客户无法访问订阅服务，需要确认账号状态。
T000439,C00092,O0000053,2026-08-13T12:16:00,产品故障,P2,email,neutral,resolved,1344,设备在使用中出现间歇性故障，需要排查和售后建议。
T000440,C00299,O0002168,2026-06-10T22:29:00,物流,P3,email,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000441,C00197,O0002292,2026-07-17T02:10:00,退款,P4,app,neutral,resolved,2645,客户询问退款进度，希望确认预计到账时间。
T000442,C00018,O0000444,2026-02-28T23:27:00,物流,P3,email,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000443,C00117,O0001732,2026-01-07T10:58:00,产品故障,P3,phone,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000444,C00099,O0001357,2026-01-02T15:28:00,产品故障,P3,app,negative,closed,3599,设备在使用中出现间歇性故障，需要排查和售后建议。
T000445,C00139,O0000630,2026-05-11T14:07:00,产品故障,P3,email,positive,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000446,C00270,O0001939,2026-05-07T20:05:00,安装配置,P3,app,negative,closed,614,客户需要产品安装与网络配置指导。
T000447,C00234,O0000729,2026-01-12T02:57:00,退款,P3,app,neutral,resolved,1098,客户询问退款进度，希望确认预计到账时间。
T000448,C00096,O0002076,2026-05-11T16:48:00,安装配置,P1,email,neutral,resolved,909,客户需要产品安装与网络配置指导。
T000449,C00120,O0001247,2026-06-07T17:58:00,安装配置,P2,email,negative,resolved,1788,客户需要产品安装与网络配置指导。
T000450,C00044,O0001651,2026-06-27T01:32:00,安装配置,P2,phone,negative,open,,客户需要产品安装与网络配置指导。
T000451,C00053,O0001932,2026-04-22T04:42:00,产品故障,P3,email,positive,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000452,C00067,,2026-06-25T18:48:00,产品故障,P1,app,neutral,closed,2571,设备在使用中出现间歇性故障，需要排查和售后建议。
T000453,C00069,O0000918,2026-01-08T10:38:00,物流,P3,phone,negative,resolved,2911,客户反馈物流状态长时间未更新，请协助核查。
T000454,C00264,O0001363,2026-06-22T09:22:00,账号,P3,phone,negative,closed,2650,客户无法访问订阅服务，需要确认账号状态。
T000455,C00081,O0001545,2026-01-27T10:51:00,退款,P3,app,negative,resolved,2786,客户询问退款进度，希望确认预计到账时间。
T000456,C00094,O0000749,2026-05-29T14:48:00,发票,P3,chat,neutral,closed,2075,客户申请变更发票信息并重新开具。
T000457,C00292,O0001718,2026-06-30T11:01:00,退款,P3,phone,neutral,resolved,308,客户询问退款进度，希望确认预计到账时间。
T000458,C00120,O0002178,2026-04-20T09:52:00,发票,P3,email,negative,open,,客户申请变更发票信息并重新开具。
T000459,C00063,O0000670,2026-05-08T04:06:00,产品故障,P4,chat,neutral,closed,2203,设备在使用中出现间歇性故障，需要排查和售后建议。
T000460,C00059,O0000778,2026-06-30T20:24:00,物流,P2,email,neutral,closed,253,客户反馈物流状态长时间未更新，请协助核查。
T000461,C00181,O0001128,2026-06-14T09:53:00,产品故障,P2,chat,negative,resolved,1865,设备在使用中出现间歇性故障，需要排查和售后建议。
T000462,C00065,O0000230,2026-07-31T21:04:00,物流,P3,phone,neutral,resolved,2535,客户反馈物流状态长时间未更新，请协助核查。
T000463,C00197,O0000104,2026-08-11T06:45:00,退款,P3,chat,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000464,C00091,O0001098,2026-04-26T17:44:00,产品故障,P3,email,neutral,resolved,1109,设备在使用中出现间歇性故障，需要排查和售后建议。
T000465,C00027,O0002091,2026-06-03T02:10:00,产品故障,P3,phone,neutral,closed,1102,设备在使用中出现间歇性故障，需要排查和售后建议。
T000466,C00133,O0000801,2026-07-10T22:51:00,退款,P2,email,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000467,C00137,O0000022,2026-07-17T11:57:00,退款,P2,phone,neutral,resolved,526,客户询问退款进度，希望确认预计到账时间。
T000468,C00006,O0000959,2026-02-19T01:23:00,发票,P2,phone,negative,closed,659,客户申请变更发票信息并重新开具。
T000469,C00297,O0000646,2026-02-17T19:37:00,产品故障,P4,email,neutral,closed,2546,设备在使用中出现间歇性故障，需要排查和售后建议。
T000470,C00114,O0000946,2026-07-10T14:08:00,账号,P3,app,neutral,resolved,30,客户无法访问订阅服务，需要确认账号状态。
T000471,C00210,O0000241,2026-07-04T21:37:00,产品故障,P4,phone,negative,resolved,2406,设备在使用中出现间歇性故障，需要排查和售后建议。
T000472,C00031,O0002281,2026-07-19T21:55:00,发票,P2,phone,neutral,resolved,3349,客户申请变更发票信息并重新开具。
T000473,C00017,,2026-01-27T00:48:00,物流,P3,chat,neutral,resolved,90,客户反馈物流状态长时间未更新，请协助核查。
T000474,C00208,O0000558,2026-06-21T11:17:00,安装配置,P4,app,negative,closed,2822,客户需要产品安装与网络配置指导。
T000475,C00157,O0000905,2026-07-02T06:33:00,产品故障,P3,chat,negative,resolved,436,设备在使用中出现间歇性故障，需要排查和售后建议。
T000476,C00215,O0000480,2026-04-17T11:20:00,安装配置,P1,chat,negative,resolved,1542,客户需要产品安装与网络配置指导。
T000477,C00249,O0002384,2026-06-23T11:24:00,物流,P3,phone,neutral,closed,1933,客户反馈物流状态长时间未更新，请协助核查。
T000478,C00115,O0000925,2026-08-08T21:06:00,产品故障,P2,chat,positive,resolved,3159,设备在使用中出现间歇性故障，需要排查和售后建议。
T000479,C00134,O0001763,2026-05-14T21:29:00,产品故障,P3,phone,negative,resolved,218,设备在使用中出现间歇性故障，需要排查和售后建议。
T000480,C00295,O0001517,2026-02-04T02:14:00,安装配置,P2,phone,neutral,open,,客户需要产品安装与网络配置指导。
T000481,C00018,O0000784,2026-03-31T12:52:00,发票,P4,phone,negative,resolved,1248,客户申请变更发票信息并重新开具。
T000482,C00233,O0000677,2026-03-16T14:25:00,安装配置,P4,chat,neutral,resolved,61,客户需要产品安装与网络配置指导。
T000483,C00116,,2026-03-11T10:35:00,退款,P3,chat,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000484,C00198,O0000954,2026-02-03T19:44:00,退款,P3,email,negative,resolved,1193,客户询问退款进度，希望确认预计到账时间。
T000485,C00188,O0000718,2026-03-15T07:31:00,安装配置,P1,email,negative,closed,3384,客户需要产品安装与网络配置指导。
T000486,C00274,O0001252,2026-02-24T08:36:00,物流,P2,chat,negative,closed,1778,客户反馈物流状态长时间未更新，请协助核查。
T000487,C00184,O0000913,2026-06-12T08:25:00,物流,P3,chat,neutral,open,,客户反馈物流状态长时间未更新，请协助核查。
T000488,C00177,O0000696,2026-06-14T09:38:00,退款,P1,phone,neutral,resolved,881,客户询问退款进度，希望确认预计到账时间。
T000489,C00247,O0001732,2026-04-29T08:34:00,账号,P3,phone,negative,resolved,2333,客户无法访问订阅服务，需要确认账号状态。
T000490,C00208,O0000331,2026-07-04T00:31:00,产品故障,P3,app,positive,closed,673,设备在使用中出现间歇性故障，需要排查和售后建议。
T000491,C00288,O0000732,2026-07-21T13:42:00,退款,P4,email,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000492,C00195,O0000501,2026-04-17T06:23:00,安装配置,P4,email,positive,closed,2049,客户需要产品安装与网络配置指导。
T000493,C00165,O0000047,2026-06-10T15:16:00,退款,P3,app,neutral,resolved,19,客户询问退款进度，希望确认预计到账时间。
T000494,C00082,O0000556,2026-03-13T13:35:00,物流,P3,chat,negative,closed,1572,客户反馈物流状态长时间未更新，请协助核查。
T000495,C00007,O0000046,2026-08-12T20:42:00,发票,P3,phone,negative,resolved,3431,客户申请变更发票信息并重新开具。
T000496,C00244,O0000353,2026-05-08T22:32:00,物流,P2,phone,negative,resolved,550,客户反馈物流状态长时间未更新，请协助核查。
T000497,C00060,O0001116,2026-03-05T20:42:00,安装配置,P2,chat,neutral,resolved,772,客户需要产品安装与网络配置指导。
T000498,C00300,O0001897,2026-01-23T18:34:00,安装配置,P3,email,positive,closed,3143,客户需要产品安装与网络配置指导。
T000499,C00100,O0002093,2026-01-18T14:36:00,物流,P3,phone,neutral,resolved,2762,客户反馈物流状态长时间未更新，请协助核查。
T000500,C00241,O0001163,2026-04-23T20:47:00,产品故障,P2,app,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000501,C00230,O0000545,2026-01-07T00:12:00,退款,P4,chat,neutral,closed,1256,客户询问退款进度，希望确认预计到账时间。
T000502,C00288,O0000653,2026-05-29T18:25:00,产品故障,P3,phone,negative,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000503,C00275,O0002133,2026-04-08T13:57:00,产品故障,P3,phone,neutral,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000504,C00177,O0002305,2026-08-05T01:23:00,物流,P4,app,neutral,resolved,2390,客户反馈物流状态长时间未更新，请协助核查。
T000505,C00079,O0001671,2026-07-21T18:45:00,物流,P2,email,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000506,C00136,O0001286,2026-06-14T11:25:00,物流,P3,chat,negative,resolved,3310,客户反馈物流状态长时间未更新，请协助核查。
T000507,C00226,,2026-05-24T02:01:00,物流,P4,email,negative,resolved,760,客户反馈物流状态长时间未更新，请协助核查。
T000508,C00169,O0000562,2026-03-05T20:17:00,发票,P2,chat,neutral,resolved,406,客户申请变更发票信息并重新开具。
T000509,C00091,O0002220,2026-02-08T14:32:00,退款,P3,app,negative,closed,2530,客户询问退款进度，希望确认预计到账时间。
T000510,C00230,O0001191,2026-01-22T21:17:00,退款,P3,phone,negative,resolved,2983,客户询问退款进度，希望确认预计到账时间。
T000511,C00059,O0001756,2026-01-21T09:12:00,物流,P2,chat,negative,open,,客户反馈物流状态长时间未更新，请协助核查。
T000512,C00112,,2026-08-02T08:52:00,安装配置,P4,chat,negative,resolved,410,客户需要产品安装与网络配置指导。
T000513,C00159,O0001557,2026-07-27T05:28:00,安装配置,P4,phone,negative,waiting_customer,,客户需要产品安装与网络配置指导。
T000514,C00171,O0001184,2026-03-24T16:00:00,产品故障,P3,app,neutral,resolved,3151,设备在使用中出现间歇性故障，需要排查和售后建议。
T000515,C00241,O0001251,2026-06-18T00:16:00,退款,P3,chat,negative,resolved,1141,客户询问退款进度，希望确认预计到账时间。
T000516,C00041,O0001178,2026-07-04T15:09:00,产品故障,P3,app,neutral,resolved,2331,设备在使用中出现间歇性故障，需要排查和售后建议。
T000517,C00019,O0000660,2026-06-29T23:57:00,发票,P4,app,negative,resolved,2770,客户申请变更发票信息并重新开具。
T000518,C00200,O0000184,2026-05-13T23:26:00,安装配置,P2,chat,positive,closed,485,客户需要产品安装与网络配置指导。
T000519,C00262,O0002072,2026-04-02T00:09:00,物流,P4,email,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000520,C00095,O0000403,2026-04-15T23:25:00,物流,P2,phone,neutral,closed,918,客户反馈物流状态长时间未更新，请协助核查。
T000521,C00091,,2026-03-19T17:17:00,产品故障,P2,phone,positive,closed,840,设备在使用中出现间歇性故障，需要排查和售后建议。
T000522,C00102,O0000605,2026-06-26T05:12:00,产品故障,P3,app,neutral,resolved,3374,设备在使用中出现间歇性故障，需要排查和售后建议。
T000523,C00231,O0001102,2026-05-15T23:48:00,产品故障,P4,app,negative,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000524,C00233,O0001760,2026-02-22T16:21:00,产品故障,P4,app,negative,resolved,1882,设备在使用中出现间歇性故障，需要排查和售后建议。
T000525,C00200,O0001883,2026-06-26T11:01:00,账号,P4,app,negative,resolved,1222,客户无法访问订阅服务，需要确认账号状态。
T000526,C00115,O0002133,2026-02-02T14:27:00,发票,P4,chat,negative,resolved,2682,客户申请变更发票信息并重新开具。
T000527,C00244,O0001980,2026-02-23T16:32:00,账号,P2,app,negative,resolved,3465,客户无法访问订阅服务，需要确认账号状态。
T000528,C00091,O0000526,2026-02-28T02:49:00,账号,P3,app,negative,resolved,737,客户无法访问订阅服务，需要确认账号状态。
T000529,C00275,O0000761,2026-07-24T04:39:00,退款,P3,chat,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000530,C00131,O0002057,2026-07-13T21:49:00,产品故障,P2,chat,neutral,closed,337,设备在使用中出现间歇性故障，需要排查和售后建议。
T000531,C00277,O0000390,2026-07-20T07:32:00,产品故障,P3,chat,negative,waiting_customer,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000532,C00289,O0000198,2026-07-15T03:17:00,物流,P4,app,neutral,resolved,2172,客户反馈物流状态长时间未更新，请协助核查。
T000533,C00252,O0000901,2026-02-28T15:43:00,产品故障,P4,email,neutral,resolved,3118,设备在使用中出现间歇性故障，需要排查和售后建议。
T000534,C00038,O0001731,2026-02-01T16:56:00,物流,P3,chat,negative,closed,2964,客户反馈物流状态长时间未更新，请协助核查。
T000535,C00296,O0001391,2026-01-28T18:29:00,物流,P2,email,negative,resolved,26,客户反馈物流状态长时间未更新，请协助核查。
T000536,C00145,O0000582,2026-05-05T13:00:00,账号,P4,phone,negative,open,,客户无法访问订阅服务，需要确认账号状态。
T000537,C00036,O0001032,2026-07-02T21:39:00,退款,P4,app,neutral,resolved,867,客户询问退款进度，希望确认预计到账时间。
T000538,C00016,O0000881,2026-08-12T01:16:00,物流,P3,email,neutral,resolved,3164,客户反馈物流状态长时间未更新，请协助核查。
T000539,C00148,O0000870,2026-05-21T02:26:00,发票,P4,email,negative,resolved,1112,客户申请变更发票信息并重新开具。
T000540,C00185,O0000609,2026-05-27T01:35:00,产品故障,P2,app,negative,closed,25,设备在使用中出现间歇性故障，需要排查和售后建议。
T000541,C00226,O0001875,2026-04-18T12:32:00,物流,P2,email,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000542,C00130,O0000035,2026-02-19T07:16:00,退款,P3,chat,negative,closed,1024,客户询问退款进度，希望确认预计到账时间。
T000543,C00124,,2026-04-09T07:11:00,发票,P4,app,negative,open,,客户申请变更发票信息并重新开具。
T000544,C00050,O0001348,2026-08-13T03:40:00,物流,P3,chat,neutral,resolved,1812,客户反馈物流状态长时间未更新，请协助核查。
T000545,C00069,O0000350,2026-06-12T00:20:00,退款,P4,email,positive,open,,客户询问退款进度，希望确认预计到账时间。
T000546,C00193,O0001272,2026-02-16T15:07:00,安装配置,P3,app,neutral,resolved,2680,客户需要产品安装与网络配置指导。
T000547,C00008,,2026-02-28T04:53:00,产品故障,P3,chat,negative,resolved,3484,设备在使用中出现间歇性故障，需要排查和售后建议。
T000548,C00183,O0001954,2026-01-15T04:06:00,退款,P4,phone,positive,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000549,C00246,O0002308,2026-04-27T17:11:00,产品故障,P3,chat,neutral,resolved,2870,设备在使用中出现间歇性故障，需要排查和售后建议。
T000550,C00238,,2026-05-08T15:25:00,退款,P3,phone,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000551,C00185,O0001873,2026-04-05T22:13:00,安装配置,P3,email,neutral,resolved,3504,客户需要产品安装与网络配置指导。
T000552,C00029,O0000501,2026-01-26T16:27:00,产品故障,P4,chat,neutral,resolved,2892,设备在使用中出现间歇性故障，需要排查和售后建议。
T000553,C00118,O0002344,2026-01-01T02:49:00,发票,P3,phone,neutral,open,,客户申请变更发票信息并重新开具。
T000554,C00207,O0001395,2026-06-24T10:13:00,物流,P3,chat,negative,closed,1358,客户反馈物流状态长时间未更新，请协助核查。
T000555,C00244,O0001057,2026-03-10T09:37:00,退款,P3,phone,negative,resolved,3129,客户询问退款进度，希望确认预计到账时间。
T000556,C00129,,2026-04-21T03:11:00,发票,P3,chat,neutral,open,,客户申请变更发票信息并重新开具。
T000557,C00010,O0000102,2026-08-09T19:29:00,产品故障,P2,app,negative,closed,1987,设备在使用中出现间歇性故障，需要排查和售后建议。
T000558,C00181,O0000033,2026-01-26T17:35:00,安装配置,P3,phone,negative,resolved,1825,客户需要产品安装与网络配置指导。
T000559,C00213,O0002276,2026-03-02T00:09:00,安装配置,P3,chat,neutral,resolved,1409,客户需要产品安装与网络配置指导。
T000560,C00111,O0000039,2026-05-06T22:09:00,物流,P3,phone,neutral,open,,客户反馈物流状态长时间未更新，请协助核查。
T000561,C00035,O0000216,2026-05-25T15:33:00,账号,P2,phone,negative,open,,客户无法访问订阅服务，需要确认账号状态。
T000562,C00035,O0000534,2026-07-31T11:57:00,退款,P3,chat,negative,open,,客户询问退款进度，希望确认预计到账时间。
T000563,C00105,O0001449,2026-06-19T02:42:00,物流,P4,app,neutral,resolved,1050,客户反馈物流状态长时间未更新，请协助核查。
T000564,C00183,O0000849,2026-05-03T01:44:00,退款,P4,email,negative,resolved,436,客户询问退款进度，希望确认预计到账时间。
T000565,C00101,O0000429,2026-05-19T03:37:00,退款,P4,email,neutral,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000566,C00049,O0002227,2026-06-12T20:37:00,账号,P4,app,negative,open,,客户无法访问订阅服务，需要确认账号状态。
T000567,C00246,O0001702,2026-03-18T02:27:00,退款,P4,email,neutral,resolved,1003,客户询问退款进度，希望确认预计到账时间。
T000568,C00217,O0001228,2026-07-06T18:20:00,发票,P3,chat,negative,closed,3498,客户申请变更发票信息并重新开具。
T000569,C00295,O0001135,2026-06-21T03:41:00,物流,P3,email,negative,resolved,2564,客户反馈物流状态长时间未更新，请协助核查。
T000570,C00049,O0000908,2026-07-29T10:21:00,产品故障,P3,email,negative,closed,345,设备在使用中出现间歇性故障，需要排查和售后建议。
T000571,C00281,,2026-04-18T20:14:00,物流,P3,email,neutral,closed,588,客户反馈物流状态长时间未更新，请协助核查。
T000572,C00042,O0001164,2026-07-09T11:51:00,账号,P3,phone,neutral,waiting_customer,,客户无法访问订阅服务，需要确认账号状态。
T000573,C00167,O0001885,2026-08-13T18:45:00,产品故障,P1,phone,positive,resolved,465,设备在使用中出现间歇性故障，需要排查和售后建议。
T000574,C00268,,2026-04-14T01:01:00,退款,P3,email,negative,closed,3423,客户询问退款进度，希望确认预计到账时间。
T000575,C00260,O0000989,2026-02-11T17:30:00,发票,P4,email,neutral,resolved,761,客户申请变更发票信息并重新开具。
T000576,C00284,O0001853,2026-01-13T22:54:00,退款,P4,chat,neutral,closed,762,客户询问退款进度，希望确认预计到账时间。
T000577,C00192,O0000567,2026-02-28T03:30:00,退款,P4,chat,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000578,C00045,O0001201,2026-01-24T09:00:00,退款,P3,phone,negative,closed,210,客户询问退款进度，希望确认预计到账时间。
T000579,C00179,O0000349,2026-03-16T07:36:00,退款,P4,app,neutral,closed,2120,客户询问退款进度，希望确认预计到账时间。
T000580,C00081,,2026-02-21T02:41:00,发票,P3,app,positive,resolved,2745,客户申请变更发票信息并重新开具。
T000581,C00267,,2026-03-24T01:09:00,发票,P3,chat,neutral,waiting_customer,,客户申请变更发票信息并重新开具。
T000582,C00140,O0000619,2026-05-16T13:55:00,产品故障,P3,chat,neutral,resolved,1976,设备在使用中出现间歇性故障，需要排查和售后建议。
T000583,C00072,O0001867,2026-07-11T05:46:00,物流,P3,chat,neutral,closed,629,客户反馈物流状态长时间未更新，请协助核查。
T000584,C00275,O0001424,2026-02-04T21:00:00,退款,P2,app,negative,resolved,1732,客户询问退款进度，希望确认预计到账时间。
T000585,C00249,O0001291,2026-05-12T06:29:00,物流,P3,phone,neutral,open,,客户反馈物流状态长时间未更新，请协助核查。
T000586,C00222,O0002087,2026-05-15T22:13:00,物流,P4,chat,negative,resolved,2381,客户反馈物流状态长时间未更新，请协助核查。
T000587,C00289,O0000517,2026-07-17T11:42:00,物流,P3,app,neutral,resolved,1447,客户反馈物流状态长时间未更新，请协助核查。
T000588,C00292,O0001990,2026-03-24T14:24:00,物流,P4,chat,neutral,resolved,2624,客户反馈物流状态长时间未更新，请协助核查。
T000589,C00060,O0000459,2026-04-24T22:47:00,物流,P3,chat,neutral,resolved,1595,客户反馈物流状态长时间未更新，请协助核查。
T000590,C00259,,2026-06-11T18:47:00,产品故障,P3,phone,neutral,closed,1105,设备在使用中出现间歇性故障，需要排查和售后建议。
T000591,C00230,O0001633,2026-07-10T10:57:00,退款,P3,chat,negative,resolved,758,客户询问退款进度，希望确认预计到账时间。
T000592,C00189,O0000194,2026-01-21T07:11:00,退款,P4,app,negative,closed,1208,客户询问退款进度，希望确认预计到账时间。
T000593,C00130,O0000587,2026-02-26T12:42:00,退款,P2,email,positive,resolved,821,客户询问退款进度，希望确认预计到账时间。
T000594,C00143,,2026-05-21T22:15:00,退款,P3,phone,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000595,C00219,O0002389,2026-02-06T07:38:00,安装配置,P3,app,neutral,waiting_customer,,客户需要产品安装与网络配置指导。
T000596,C00201,O0001463,2026-02-06T05:38:00,退款,P3,email,positive,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000597,C00057,,2026-01-22T05:10:00,退款,P2,app,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000598,C00173,O0002266,2026-04-09T22:33:00,安装配置,P3,app,neutral,closed,2636,客户需要产品安装与网络配置指导。
T000599,C00126,O0000512,2026-06-19T19:39:00,产品故障,P4,chat,negative,closed,2137,设备在使用中出现间歇性故障，需要排查和售后建议。
T000600,C00274,O0001216,2026-06-11T06:21:00,产品故障,P3,chat,neutral,resolved,959,设备在使用中出现间歇性故障，需要排查和售后建议。
T000601,C00224,O0001324,2026-01-24T12:04:00,安装配置,P3,app,negative,resolved,2879,客户需要产品安装与网络配置指导。
T000602,C00077,,2026-07-10T07:55:00,物流,P3,chat,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000603,C00182,O0002111,2026-08-05T17:47:00,产品故障,P3,app,neutral,resolved,604,设备在使用中出现间歇性故障，需要排查和售后建议。
T000604,C00129,O0002296,2026-01-07T13:35:00,账号,P2,chat,negative,closed,1083,客户无法访问订阅服务，需要确认账号状态。
T000605,C00189,O0001828,2026-05-16T03:04:00,物流,P2,chat,neutral,resolved,348,客户反馈物流状态长时间未更新，请协助核查。
T000606,C00201,O0000209,2026-06-14T00:33:00,物流,P3,app,neutral,resolved,978,客户反馈物流状态长时间未更新，请协助核查。
T000607,C00254,O0001152,2026-02-15T11:41:00,退款,P2,phone,neutral,open,,客户询问退款进度，希望确认预计到账时间。
T000608,C00213,O0002377,2026-05-26T10:49:00,产品故障,P4,phone,neutral,closed,1027,设备在使用中出现间歇性故障，需要排查和售后建议。
T000609,C00216,O0001370,2026-07-18T10:33:00,产品故障,P1,email,neutral,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000610,C00228,O0000824,2026-07-09T22:28:00,物流,P3,phone,negative,closed,2810,客户反馈物流状态长时间未更新，请协助核查。
T000611,C00114,O0002211,2026-07-30T18:44:00,安装配置,P3,phone,negative,closed,2067,客户需要产品安装与网络配置指导。
T000612,C00095,O0000180,2026-04-20T21:08:00,账号,P4,app,negative,resolved,3366,客户无法访问订阅服务，需要确认账号状态。
T000613,C00292,O0002291,2026-03-12T21:07:00,物流,P4,email,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000614,C00292,O0000623,2026-03-01T11:18:00,退款,P3,phone,neutral,closed,21,客户询问退款进度，希望确认预计到账时间。
T000615,C00284,O0001767,2026-07-02T07:11:00,退款,P1,app,negative,resolved,2883,客户询问退款进度，希望确认预计到账时间。
T000616,C00206,O0001867,2026-03-25T00:31:00,产品故障,P1,chat,negative,open,,设备在使用中出现间歇性故障，需要排查和售后建议。
T000617,C00088,O0002063,2026-02-12T18:45:00,退款,P2,app,positive,resolved,3249,客户询问退款进度，希望确认预计到账时间。
T000618,C00250,,2026-01-14T23:47:00,发票,P3,phone,neutral,waiting_customer,,客户申请变更发票信息并重新开具。
T000619,C00202,O0000367,2026-05-13T03:36:00,发票,P1,chat,negative,closed,442,客户申请变更发票信息并重新开具。
T000620,C00183,O0000286,2026-02-23T12:28:00,产品故障,P2,phone,neutral,closed,2916,设备在使用中出现间歇性故障，需要排查和售后建议。
T000621,C00099,O0001789,2026-05-17T00:57:00,产品故障,P3,email,neutral,resolved,2340,设备在使用中出现间歇性故障，需要排查和售后建议。
T000622,C00281,O0000741,2026-06-16T12:19:00,退款,P3,phone,negative,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
T000623,C00038,O0002111,2026-07-09T23:18:00,物流,P3,phone,neutral,waiting_customer,,客户反馈物流状态长时间未更新，请协助核查。
T000624,C00291,O0002210,2026-03-30T23:16:00,安装配置,P3,phone,neutral,resolved,2622,客户需要产品安装与网络配置指导。
T000625,C00232,O0002009,2026-06-14T09:10:00,退款,P3,chat,neutral,closed,2373,客户询问退款进度，希望确认预计到账时间。
T000626,C00232,O0001219,2026-01-13T18:17:00,退款,P4,chat,negative,closed,2962,客户询问退款进度，希望确认预计到账时间。
T000627,C00141,,2026-03-25T03:40:00,产品故障,P4,app,negative,resolved,2022,设备在使用中出现间歇性故障，需要排查和售后建议。
T000628,C00203,O0002197,2026-05-13T23:33:00,物流,P4,app,neutral,resolved,2889,客户反馈物流状态长时间未更新，请协助核查。
T000629,C00074,O0001968,2026-01-14T19:19:00,退款,P4,chat,negative,closed,852,客户询问退款进度，希望确认预计到账时间。
T000630,C00136,O0000949,2026-03-26T20:29:00,物流,P3,email,neutral,open,,客户反馈物流状态长时间未更新，请协助核查。
T000631,C00289,O0000682,2026-02-18T23:32:00,物流,P3,app,neutral,closed,229,客户反馈物流状态长时间未更新，请协助核查。
T000632,C00186,O0000765,2026-07-14T21:59:00,退款,P3,chat,neutral,resolved,441,客户询问退款进度，希望确认预计到账时间。
T000633,C00262,O0001468,2026-08-11T03:38:00,发票,P2,phone,neutral,waiting_customer,,客户申请变更发票信息并重新开具。
T000634,C00249,O0001877,2026-06-03T06:01:00,物流,P3,chat,positive,resolved,2652,客户反馈物流状态长时间未更新，请协助核查。
T000635,C00201,,2026-08-05T19:05:00,退款,P3,email,positive,waiting_customer,,客户询问退款进度，希望确认预计到账时间。
